,loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
0,2.097506046295166,0.4153251647949219,2.0781288146972656,0.40737488865852356,0.001
1,1.8228198289871216,0.4589943289756775,2.105215549468994,0.40614575147628784,0.001
2,1.7385203838348389,0.4777849316596985,2.3322033882141113,0.38647937774658203,0.001
3,1.671141505241394,0.49762922525405884,1.6947373151779175,0.4969271421432495,0.001
4,1.6317542791366577,0.5044781565666199,1.7586666345596313,0.4377524256706238,0.001
5,1.601393699645996,0.5103904604911804,1.6592458486557007,0.5058823823928833,0.001
6,1.575343132019043,0.5186442732810974,1.5910037755966187,0.5188761949539185,0.001
7,1.554144263267517,0.5207515954971313,1.6427260637283325,0.4683055281639099,0.001
8,1.5281025171279907,0.5280688405036926,1.7129125595092773,0.47093942761421204,0.001
9,1.5143481492996216,0.532810389995575,1.5913563966751099,0.5194029808044434,0.001
10,1.4927445650100708,0.5366153717041016,1.6601178646087646,0.49973660707473755,0.001
11,1.4795416593551636,0.5373178124427795,2.1822686195373535,0.39754170179367065,0.001
12,1.456782341003418,0.5465667843818665,1.5307573080062866,0.5280070304870605,0.001
13,1.4443318843841553,0.5503131747245789,1.5409574508666992,0.5339771509170532,0.001
14,1.422447681427002,0.5537669062614441,1.710107684135437,0.467778742313385,0.001
15,1.4041520357131958,0.5617865920066833,1.5410035848617554,0.5315188765525818,0.001
16,1.3897744417190552,0.5655915141105652,1.6110448837280273,0.5285338163375854,0.001
17,1.379092812538147,0.5669378638267517,2.6593167781829834,0.23863038420677185,0.001
18,1.3616714477539062,0.5733770132064819,1.648876428604126,0.4774363338947296,0.001
19,1.344407081604004,0.5773575901985168,1.5629569292068481,0.5471466183662415,0.001
20,1.3247556686401367,0.5843821167945862,1.7313838005065918,0.46461808681488037,0.001
21,1.3220680952072144,0.5858455896377563,1.757761001586914,0.46251097321510315,0.001
22,1.3032282590866089,0.5885382890701294,1.9065284729003906,0.46215978264808655,0.001
23,1.2869044542312622,0.5917578935623169,1.9054337739944458,0.4310798943042755,0.001
24,1.2777466773986816,0.5956214070320129,2.292731285095215,0.29604917764663696,0.001
25,1.2654731273651123,0.5990750789642334,1.5441546440124512,0.5452151298522949,0.001
26,1.2544889450073242,0.6031727194786072,1.6475293636322021,0.5074626803398132,0.001
27,1.2405025959014893,0.6055142283439636,1.4088257551193237,0.5701492428779602,0.001
28,1.232681393623352,0.612538754940033,2.7761573791503906,0.24073748290538788,0.001
29,1.2212365865707397,0.6154071092605591,1.6771610975265503,0.524319589138031,0.001
30,1.2160835266113281,0.6159339547157288,1.668421983718872,0.49973660707473755,0.001
31,1.2030630111694336,0.6204413771629333,1.4166144132614136,0.5727831721305847,0.001
